"oid","itm_id","itm_volume","itm_weight","itm_agingspeed","itm_objectafterrot","itm_script","itm_rotsininventory","itm_brightness","itm_worth","itm_buystack","itm_maxstack","itm_name_german","itm_name_english","itm_description_german","itm_description_english","itm_rareness","itm_name","itm_level"
"147875","711","5000","30000","255","711","item.doors","f","0","0","1","1","Tür","door","","","1","\N","0"
"147876","716","5000","30000","255","716","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"147877","717","5000","30000","255","717","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"147878","718","5000","30000","255","718","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"147879","719","5000","30000","255","719","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"147880","720","5000","30000","255","723","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"147881","721","5000","30000","255","723","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"147882","722","5000","30000","255","723","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"147883","723","5000","30000","255","723","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"147868","704","5000","30000","255","704","\N","f","0","0","1","1","Fenster","window","","","1","\N","0"
"147889","729","1","30000","2","730","\N","f","0","0","1","1","Hopfen","hops","","","1","\N","0"
"147890","730","5000","30000","2","731","\N","f","0","0","1","1","Hopfen","hops","","","1","\N","0"
"147891","731","1","30000","2","732","\N","f","0","0","1","1","Hopfen","hops","","","1","\N","0"
"147892","732","1","30000","4","732","\N","f","0","0","1","1","alter Hopfen","old hops","","","1","\N","0"
"147869","705","5000","30000","255","705","\N","f","0","0","1","1","Fenster","window","","","1","\N","0"
"147870","706","5000","30000","255","706","\N","f","0","0","1","1","Fenster","window","","","1","\N","0"
"147871","707","5000","30000","255","707","\N","f","0","0","1","1","Fenster","window","","","1","\N","0"
"147897","715","1","30000","255","715","item.doors","f","0","0","1","1","offene Tür","open door","","","1","\N","0"
"147898","714","1","30000","255","715","item.doors","f","0","0","1","1","offene Tür","open door","","","1","\N","0"
"147899","740","1","30000","255","740","\N","f","0","0","1","1","Bett","bed","","","1","\N","0"
"147900","741","1","30000","255","741","\N","f","0","0","1","1","Bett","bed","","","1","\N","0"
"147901","742","1","30000","255","742","\N","f","0","0","1","1","Bett","bed","","","1","\N","0"
"147902","743","1","30000","255","743","\N","f","0","0","1","1","Bett","bed","","","1","\N","0"
"147903","744","1","30000","255","744","\N","f","0","0","1","1","Bett","bed","","","1","\N","0"
"147904","745","1","30000","255","745","\N","f","0","0","1","1","Bett","bed","","","1","\N","0"
"147905","746","1","30000","255","746","\N","f","0","0","1","1","Bett","bed","","","1","\N","0"
"147908","747","1","30000","255","747","\N","f","0","0","1","1","Bett","bed","","","1","\N","0"
"147909","748","1","30000","255","748","item.paintings","f","0","0","1","1","Gemälde","painting","","","1","\N","0"
"147910","749","1","30000","255","749","item.paintings","f","0","0","1","1","Gemälde","painting","","","1","\N","0"
"147911","750","1","30000","255","750","item.paintings","f","0","0","1","1","Gemälde","painting","","","1","\N","0"
"147912","751","1","30000","255","751","item.paintings","f","0","0","1","1","Gemälde","painting","","","1","\N","0"
"147884","724","1","30000","255","724","item.id_724_workbench","f","0","0","1","1","Werkbank","workbench","","","1","workbenchOne","0"
"147885","725","1","30000","255","725","item.id_724_workbench","f","0","0","1","1","Werkbank","workbench","","","1","workbenchTwo","0"
"147887","727","1","30000","255","727","item.id_727_sieve","f","0","0","1","1","Sieb","sieve","","","1","sieve","0"
"147895","738","1","100","4","738","item.id_738_dragonegg","f","2","0","1","100","Drachenei","dragon egg","","","1","\N","0"
"147404","89","1","100","4","89","item.general.cloth","f","0","2500","1","1","Schleuder","sling","","","1","sling","0"
"147400","83","1","20","4","83","item.general.jewel","f","0","33500","1","1","goldene Topaskette","golden topaz amulet","","","1","goldenTopazAmulet","85"
"147302","84","1","100","4","84","item.general.metal","f","0","52400","1","1","vergoldetes Langschwert","gilded longsword","","","1","gildedLongsword","80"
"147934","774","1","30000","2","775","\N","f","0","0","1","1","Tabakpflanze","tobacco plant","","","1","\N","0"
"147935","775","1","30000","2","776","\N","f","0","0","1","1","Tabakpflanze","tobacco plant","","","1","\N","0"
"147936","776","5000","30000","2","777","\N","f","0","0","1","1","Tabakpflanze","tobacco plant","","","1","\N","0"
"147937","777","1","30000","2","773","\N","f","0","0","1","1","verblühte Tabakpflanze","withered tobacco plant","","","1","\N","0"
"147940","780","1","30000","2","781","\N","f","0","0","1","1","Zuckerrohr","sugarcane","","","1","\N","0"
"147941","781","1","30000","2","782","\N","f","0","0","1","1","Zuckerrohr","sugarcane","","","1","\N","0"
"147942","782","1","30000","2","779","\N","f","0","0","1","1","Zuckerrohr","sugarcane","","","1","\N","0"
"147952","792","5000","30000","255","792","item.teleportgate","f","0","0","1","1","Eisportal","ice portal","","","1","\N","0"
"147953","793","5000","30000","255","793","\N","f","0","0","1","1","Eisportal","ice portal","","","1","\N","0"
"147954","794","5000","30000","255","794","item.teleportgate","f","0","0","1","1","Flammenportal","fire portal","","","1","\N","0"
"147955","795","5000","30000","255","795","item.teleportgate","f","0","0","1","1","Flammenportal","fire portal","","","1","\N","0"
"147956","796","5000","30000","255","796","\N","f","0","0","1","1","Dämonenportal","demonic portal","","","1","\N","0"
"147957","797","5000","30000","255","797","\N","f","0","0","1","1","Dämonenportal","demonic portal","","","1","\N","0"
"147958","798","1","30000","255","798","\N","f","0","0","1","1","Portal","portal","","","1","\N","0"
"147303","85","1","100","4","85","item.general.metal","f","0","23600","1","1","verkupfertes Langschwert","coppered longsword","","","1","copperedLongsword","60"
"147403","88","1","200","4","88","item.general.metal","f","0","3500","1","1","Langaxt","longaxe","","","1","longaxe","10"
"147405","90","1","50","4","90","item.id_90_flute","f","0","3000","1","1","Flöte","flute","","","1","flute","15"
"147406","91","1","50","4","91","item.general.metal","f","0","62400","1","1","Malachíndolch","Malachín dagger","","","1","malachinDagger","85"
"147407","92","1","50","15","92","item.lights","f","0","5000","1","1","Öllampe","oil lamp","","","1","oilLamp","35"
"147409","94","1","150","4","94","item.general.metal","f","0","5500","1","1","Topfhelm","pot helmet","","","1","potHelmet","50"
"147410","95","1","150","4","95","item.general.metal","f","0","43600","1","1","Wappenschild","heraldic shield","","","1","heraldicShield","75"
"147411","96","1","150","4","96","item.general.metal","f","0","52400","1","1","Stahlturmschild","steel tower shield","","","1","steelTowerShield","80"
"147329","97","1","100","4","97","item.id_97_leatherbag","f","0","1000","1","1","Ledertasche","leather bag","","","1","leatherBag","5"
"147296","98","1","100","4","98","item.general.metal","f","0","35900","1","1","versilbertes Langschwert","silvered longsword","","","1","silveredLongsword","70"
"147333","101","1","400","4","101","item.general.metal","f","0","2500","1","1","Kettenhemd","chain mail","","","1","chainMail","0"
"147418","118","1","50","4","118","item.general.wood","f","0","2000","1","1000","Nudelholz","rolling pin","","","1","rollingPin","5"
"147419","121","1","50","4","121","item.id_121_peel","f","0","2000","1","1","Brotschieber","peel","","","1","peel","5"
"147420","122","1","100","4","122","item.id_122_finesmithhammer","f","0","2000","1","1","Feinschmiedehammer","finesmithing hammer","","","1","finesmithingHammer","5"
"147913","752","1","2","10","752","alchemy.base.brewing","f","0","40","1","1000","Alraune","mandrake","","","1","mandrake","0"
"148017","857","5000","30000","255","857","\N","f","0","0","1","1","Fenster","window","","","1","\N","0"
"148018","858","5000","30000","255","858","\N","f","0","0","1","1","Fenster","window","","","1","\N","0"
"147235","123","1","100","4","123","item.general.metal","f","0","73600","1","1","merinium-beschichtetes Schwert","merinium-plated longsword","","","1","meriniumplatedLongsword","90"
"147297","124","1","100","4","124","item.general.metal","f","0","23600","1","1","vergoldete Kriegsaxt","gilded battle axe","","","1","gildedBattleAxe","60"
"147197","126","1","50","4","126","item.id_126_sickle","f","0","2000","1","1","Sichel","sickle","","","1","sickle","5"
"147198","133","1","2","10","133","alchemy.base.brewing","f","0","40","1","1000","Sonnenkraut","sun herb","","","1","sunHerb","0"
"147199","134","1","2","10","134","alchemy.base.brewing","f","0","40","1","1000","vierblättrige Einbeere","fourleafed oneberry","","","1","fourleafedOneberry","0"
"147200","135","1","2","10","135","alchemy.base.brewing","f","0","40","1","1000","Gelbkraut","yellow weed","","","1","yellowWeed","0"
"147201","136","1","2","10","136","alchemy.base.brewing","f","0","40","1","1000","Wutbeere","anger berry","","","1","angerBerry","0"
"147202","137","1","2","10","137","alchemy.base.brewing","f","0","40","1","1000","Flammkelchblüte","flamegoblet blossom","","","1","flamegobletBlossom","0"
"147203","138","1","2","10","138","alchemy.base.brewing","f","0","10000","1","1000","Nachtengelsblüte","night angels blossom","","","1","nightAngelsBlossom","0"
"147204","140","1","2","10","140","alchemy.base.brewing","f","0","40","1","1000","Donfblatt","donf blade","","","1","donfBlade","0"
"147205","141","1","2","10","141","alchemy.base.brewing","f","0","40","1","1000","schwarze Distel","black thistle","","","1","blackThistle","0"
"147206","142","1","2","10","142","item.food","f","0","40","1","1000","Sandbeere","sandberry","","","1","sandberry","0"
"147207","143","1","2","10","143","item.food","f","0","40","1","1000","roter Holunder","red elder","","","1","redElder","0"
"147213","144","1","2","10","144","alchemy.base.brewing","f","0","40","1","1000","Jungfernkraut","virgin's weed","","","1","virginsWeed","0"
"147214","145","1","2","10","145","alchemy.base.brewing","f","0","40","1","1000","Heideblüte","heath flower","","","1","heathFlower","0"
"147215","146","1","2","10","146","alchemy.base.brewing","f","0","10000","1","1000","Wüstenhimmelkapsel","desert sky capsule","","","1","desertSkyCapsule","0"
"147216","147","1","2","10","147","item.food","f","0","40","1","1000","Brombeere","blackberry","","","1","blackberry","0"
"147217","148","1","2","10","148","alchemy.base.brewing","f","0","40","1","1000","Firnisblüte","firnis blossom","","","1","firnisBlossom","0"
"147218","149","1","2","10","149","alchemy.base.brewing","f","0","40","1","1000","Tannen-Sproß","fir tree sprout","","","1","firTreeSprout","0"
"147220","151","1","2","10","151","item.food","f","0","40","1","1000","Erdbeere","strawberry","","","1","strawberry","0"
"147221","152","1","2","10","152","alchemy.base.brewing","f","0","10000","1","1000","Lebenswurzel","life root","","","1","lifeRoot","0"
"147222","153","1","2","10","153","alchemy.base.brewing","f","0","40","1","1000","Fussblatt","foot leaf","","","1","footLeaf","0"
"147232","154","1","25","10","154","alchemy.base.brewing","f","0","80","1","1000","Hopfen","hop","","","1","hop","0"
"147223","155","1","2","10","155","alchemy.base.brewing","f","0","40","1","1000","Sibanacblatt","sibanac leaf","","","1","sibanacLeaf","0"
"147224","156","1","2","10","156","alchemy.base.brewing","f","0","40","1","1000","Steppenfarn","steppe fern","","","1","steppeFern","0"
"147225","157","1","2","10","157","alchemy.base.brewing","f","0","40","1","1000","Faulbaumrinde","rotten tree bark","","","1","rottenTreeBark","0"
"147226","158","1","2","10","158","item.food","f","0","40","1","1000","Knollenschwammpilz","bulbsponge mushroom","","","1","bulbspongeMushroom","0"
"148013","853","5000","30000","255","853","\N","f","0","0","1","1","Ziegelsteinmauer","brickwall","","","1","\N","0"
"148014","854","5000","30000","255","854","\N","f","0","0","1","1","Ziegelsteinmauer","brickwall","","","1","\N","0"
"148015","855","5000","30000","255","855","\N","f","0","0","1","1","Ziegelsteinmauer","brickwall","","","1","\N","0"
"148016","856","5000","30000","255","856","\N","f","0","0","1","1","Ziegelsteinmauer","brickwall","","","1","\N","0"
"148021","861","5000","30000","255","861","item.doors","f","0","0","1","1","Tür","door","","","1","\N","0"
"148022","862","5000","30000","255","862","item.doors","f","0","0","1","1","Tür","door","","","1","\N","0"
"148023","863","5000","30000","255","863","item.doors","f","0","0","1","1","Tür","door","","","1","\N","0"
"148024","864","5000","30000","255","864","item.doors","f","0","0","1","1","Tür","door","","","1","\N","0"
"148025","869","5000","30000","255","869","\N","f","0","0","1","1","Ziegelsteinmauer","brickwall","","","1","\N","0"
"148026","870","5000","30000","255","870","\N","f","0","0","1","1","Ziegelsteinmauer","brickwall","","","1","\N","0"
"148027","871","5000","30000","255","871","\N","f","0","0","1","1","Ziegelsteinmauer","brickwall","","","1","\N","0"
"148028","872","5000","30000","255","872","\N","f","0","0","1","1","Ziegelsteinmauer","brickwall","","","1","\N","0"
"148029","873","5000","30000","255","873","\N","f","0","0","1","1","Ziegelsteinmauer","brickwall","","","1","\N","0"
"148030","868","1","30000","255","868","item.doors","f","0","0","1","1","offene Tür","open door","","","1","\N","0"
"148031","867","1","30000","255","867","item.doors","f","0","0","1","1","offene Tür","open door","","","1","\N","0"
"148032","866","1","30000","255","866","item.doors","f","0","0","1","1","offene Tür","open door","","","1","\N","0"
"148033","874","5000","30000","255","874","\N","f","0","0","1","1","Ziegelsteinmauer","brickwall","","","1","\N","0"
"148034","875","5000","30000","255","875","\N","f","0","0","1","1","Ziegelsteinmauer","brickwall","","","1","\N","0"
"148035","876","5000","30000","255","876","\N","f","0","0","1","1","Ziegelsteinmauer","brickwall","","","1","\N","0"
"148036","877","1","30000","255","877","\N","f","0","0","1","1","Steinmauer","stone wall","","","1","\N","0"
"148037","878","1","30000","255","878","\N","f","0","0","1","1","Steinmauer","stone wall","","","1","\N","0"
"148038","879","1","30000","255","879","\N","f","0","0","1","1","Stuhl","chair","","","1","\N","0"
"148039","880","1","30000","255","880","\N","f","0","0","1","1","Stuhl","chair","","","1","\N","0"
"148040","881","1","30000","255","881","\N","f","0","0","1","1","Stuhl","chair","","","1","\N","0"
"148041","882","1","30000","255","882","\N","f","0","0","1","1","Stuhl","chair","","","1","\N","0"
"148042","883","1","30000","255","883","\N","f","0","0","1","1","Stuhl","chair","","","1","\N","0"
"148043","884","1","30000","255","884","\N","f","0","0","1","1","Steinkreis","circle of rocks","","","1","\N","0"
"148044","885","1","30000","255","885","\N","f","0","0","1","1","Steinkreis","circle of rocks","","","1","\N","0"
"148045","886","1","30000","255","886","\N","f","0","0","1","1","Steinkreis","circle of rocks","","","1","\N","0"
"148046","887","1","30000","255","887","\N","f","0","0","1","1","Pflanzen","plants","","","1","\N","0"
"148047","888","1","30000","255","888","\N","f","0","0","1","1","Pflanzen","plants","","","1","\N","0"
"148019","859","5000","30000","255","859","\N","f","0","0","1","1","Fenster","window","","","1","\N","0"
"148020","860","5000","30000","255","860","\N","f","0","0","1","1","Fenster","window","","","1","\N","0"
"148048","889","1","30000","255","889","\N","f","0","0","1","1","Gras","grass","","","1","\N","0"
"148049","890","1","30000","255","890","\N","f","0","0","1","1","Hecke","hedge","","","1","\N","0"
"148050","892","5000","30000","255","892","\N","f","0","0","1","1","Palme","palm tree","","","1","\N","0"
"148051","893","5000","30000","255","893","\N","f","0","0","1","1","Palme","palm tree","","","1","\N","0"
"148052","894","5000","30000","255","894","\N","f","0","0","1","1","Pinie","pine","","","1","\N","0"
"148053","895","1","30000","255","895","\N","f","0","0","1","1","Pflanze","plant","","","1","\N","0"
"148054","896","1","30000","255","896","\N","f","0","0","1","1","Pflanze","plant","","","1","\N","0"
"148055","897","1","30000","255","897","\N","f","0","0","1","1","Pflanze","plant","","","1","\N","0"
"148056","898","1","30000","255","898","\N","f","0","0","1","1","Pflanze","plant","","","1","\N","0"
"148057","899","1","30000","255","899","\N","f","0","0","1","1","Pflanze","plant","","","1","\N","0"
"148058","900","1","30000","255","900","item.doors","f","0","0","1","1","offenes Tor","open gate","","","1","\N","0"
"148059","901","1","30000","255","901","item.doors","f","0","0","1","1","offenes Tor","open gate","","","1","\N","0"
"148060","902","1","30000","255","902","item.doors","f","0","0","1","1","offenes Tor","open gate","","","1","\N","0"
"148061","903","5000","30000","255","903","item.doors","f","0","0","1","1","Tor","gate","","","1","\N","0"
"148062","904","5000","30000","255","904","item.doors","f","0","0","1","1","Tor","gate","","","1","\N","0"
"148063","905","5000","30000","255","905","item.doors","f","0","0","1","1","Tor","gate","","","1","\N","0"
"148064","906","5000","30000","255","906","item.doors","f","0","0","1","1","Tor","gate","","","1","\N","0"
"148065","907","1","30000","255","907","\N","f","0","0","1","1","Zinnen","battlements","","","1","\N","0"
"148066","908","1","30000","255","908","\N","f","0","0","1","1","Zinnen","battlements","","","1","\N","0"
"148067","909","1","30000","255","909","\N","f","0","0","1","1","Zinnen","battlements","","","1","\N","0"
"148072","914","1","30000","255","914","item.rock","f","0","0","1","1","Stein","stone","","","1","\N","0"
"148073","915","1","30000","10","1246","alchemy.base.teacher","f","0","0","1","1","Stein","stone","","","1","\N","0"
"148075","918","1","30000","255","918","\N","f","0","0","1","1","Fenster","window","","","1","\N","0"
"148077","920","5000","30000","255","920","item.doors","f","0","0","1","1","Tür","door","","","1","\N","0"
"148078","921","5000","30000","255","921","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148079","922","5000","30000","255","922","item.doors","f","0","0","1","1","Tür","door","","","1","\N","0"
"148080","923","1","30000","255","923","item.doors","f","0","0","1","1","offene Tür","open door","","","1","\N","0"
"148081","924","1","30000","255","924","item.doors","f","0","0","1","1","offene Tür","open door","","","1","\N","0"
"148082","925","5000","30000","255","925","item.doors","f","0","0","1","1","Tür","door","","","1","\N","0"
"148083","926","5000","30000","255","926","item.doors","f","0","0","1","1","Tür","door","","","1","\N","0"
"148084","927","1","30000","255","927","item.doors","f","0","0","1","1","offene Tür","open door","","","1","\N","0"
"148093","951","1","30000","255","951","\N","f","0","0","1","1","Pflanze","plant","","","1","\N","0"
"148094","952","1","30000","255","952","\N","f","0","0","1","1","Pflanze","plant","","","1","\N","0"
"148095","953","1","30000","255","953","\N","f","0","0","1","1","Topf","pot","","","1","\N","0"
"148096","954","1","30000","255","954","\N","f","0","0","1","1","Topf","pot","","","1","\N","0"
"148097","955","1","30000","255","955","\N","f","0","0","1","1","Topf","pot","","","1","\N","0"
"148098","956","1","30000","255","956","\N","f","0","0","1","1","Pflanze","plant","","","1","\N","0"
"148099","957","1","30000","255","957","\N","f","0","0","1","1","Pflanze","plant","","","1","\N","0"
"148100","931","5000","30000","255","931","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148101","932","5000","30000","255","932","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148102","933","5000","30000","255","933","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148103","934","5000","30000","255","934","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148104","935","5000","30000","255","935","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148105","936","5000","30000","255","936","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148106","937","5000","30000","255","937","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148107","938","5000","30000","255","938","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148108","939","5000","30000","255","939","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148109","940","5000","30000","255","940","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148110","941","5000","30000","255","941","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148111","942","5000","30000","255","942","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148112","891","5000","30000","255","891","item.id_891_hedge","f","0","0","1","1","Hecke","hedge","","","1","\N","0"
"148113","958","1","30000","255","958","\N","f","0","0","1","1","Pflanze","plant","","","1","\N","0"
"148114","959","5000","30000","255","959","\N","f","0","0","1","1","Baum","tree","","","1","\N","0"
"148115","960","5000","30000","255","960","item.tree","f","0","0","1","1","Baum","tree","","","1","\N","0"
"148116","961","5000","30000","255","961","item.tree","f","0","0","1","1","Baum","tree","","","1","\N","0"
"148117","962","5000","30000","255","962","item.tree","f","0","0","1","1","Baum","tree","","","1","\N","0"
"148118","963","5000","30000","255","963","item.tree","f","0","0","1","1","Baum","tree","","","1","\N","0"
"147227","159","1","2","10","159","item.food","f","0","40","1","1000","Fliegenpilz","toadstool","","","1","toadstool","0"
"148121","967","1","30000","255","967","\N","f","0","0","1","1","Bett","bed","","","1","\N","0"
"148122","968","1","30000","255","968","\N","f","0","0","1","1","Bett","bed","","","1","\N","0"
"148123","969","1","30000","255","969","\N","f","0","0","1","1","Bett","bed","","","1","\N","0"
"148069","911","5000","30000","255","911","\N","f","0","0","1","1","Baum","tree","","","1","\N","0"
"148137","985","5000","30000","255","985","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148138","986","5000","30000","255","986","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148139","988","1","30000","255","988","\N","f","0","0","1","1","Bett","bed","","","1","\N","0"
"148140","989","1","30000","255","989","\N","f","0","0","1","1","Bett","bed","","","1","\N","0"
"148141","990","5000","30000","255","990","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148142","991","1","30000","255","991","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148143","992","1","30000","255","992","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148144","993","1","30000","255","993","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148145","994","1","30000","255","994","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148146","995","1","30000","255","995","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148147","996","1","30000","255","996","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148148","997","1","30000","255","997","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148149","998","5000","30000","255","998","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148150","999","1","30000","255","999","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148151","1000","1","30000","255","1000","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148152","1002","1","30000","255","1002","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148153","1003","1","30000","255","1003","\N","f","0","0","1","1","Leiter","ladder","","","1","\N","0"
"148154","1004","1","30000","255","1004","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148120","966","1","30000","255","966","\N","f","0","0","1","1","Brotkorb","basket of bread","","","1","\N","0"
"148155","1005","1","30000","255","1005","item.id_1005_beehive","f","0","0","1","1","Bienenstock","beehouse","","","1","\N","0"
"148156","1006","1","30000","255","1006","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148157","1007","1","30000","255","1007","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148158","1019","1","30000","255","1019","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148159","1020","5000","30000","255","1020","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148160","1021","1","30000","255","1021","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148161","1022","1","30000","255","1022","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148162","1023","1","30000","255","1023","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148163","1024","1","30000","255","1024","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148164","1025","1","30000","255","1025","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148165","1026","1","30000","255","1026","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148166","1027","1","30000","255","1027","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148167","1028","1","30000","255","1028","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148168","1029","5000","30000","255","1029","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148169","1030","1","30000","255","1030","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148170","1031","1","30000","255","1031","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148171","1032","1","30000","255","1032","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148172","1033","1","30000","255","1033","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148173","1034","1","30000","255","1034","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148174","1035","1","30000","255","1035","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148175","1036","1","30000","255","1036","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148176","1037","1","30000","255","1037","\N","f","0","0","1","1","Mauerreste","wall remains","","","1","\N","0"
"148182","970","5000","30000","255","970","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148183","971","5000","30000","255","971","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148184","1008","1","30000","255","1008","item.cauldron","f","0","2000","1","1","Kessel","cauldron","","","1","\N","0"
"147228","160","1","2","10","160","item.food","f","0","40","1","1000","Rotköpfchen","red head","","","1","redHead","0"
"147237","162","1","2","10","162","item.food","f","0","40","1","1000","Geburtspilz","birth mushroom","","","1","birthMushroom","0"
"147238","163","1","2","10","163","item.food","f","0","40","1","1000","Champignon","champignon","","","1","champignon","0"
"147239","164","1","25","4","164","item.id_164_emptybottle","f","0","2000","1","1000","leere Trankflasche","empty potion","","","1","emptyPotion","60"
"148199","1060","1","100","7","1060","\N","f","0","0","1","1","Buch","book","","","1","\N","0"
"148200","1061","1","100","7","1061","item.id_1061_teleport","f","0","2000","1","1","Buch","book","","","1","\N","0"
"148201","1064","1","30000","255","1064","\N","f","0","0","1","1","Cadomyr Fahne","Cadomyr flag","","","1","\N","0"
"148202","1070","1","30000","255","1070","\N","f","0","0","1","1","Cadomyr Standarte","Cadomyr pennant","","","1","\N","0"
"148203","1071","1","30000","255","1071","\N","f","0","0","1","1","Cadomyr Standarte","Cadomyr pennant","","","1","\N","0"
"148204","1072","1","30000","255","1072","\N","f","0","0","1","1","Galmair Fahne","Galmair flag","","","1","\N","0"
"148205","1073","1","30000","255","1073","\N","f","0","0","1","1","Galmair Fahne","Galmair flag","","","1","\N","0"
"148208","1076","1","30000","255","1076","\N","f","0","0","1","1","Galmair Banner","Galmair heraldic flag","","","1","\N","0"
"148133","981","1","30000","255","981","\N","f","0","0","1","1","Brücke","bridge","","","1","\N","0"
"148134","982","1","30000","255","982","\N","f","0","0","1","1","Brücke","bridge","","","1","\N","0"
"148135","983","1","30000","255","983","\N","f","0","0","1","1","Brücke","bridge","","","1","\N","0"
"148209","1077","1","30000","255","1077","\N","f","0","0","1","1","Galmair Banner","Galmair heraldic flag","","","1","\N","0"
"148210","1078","1","30000","255","1078","\N","f","0","0","1","1","Galmair Standarte","Galmair pennant","","","1","\N","0"
"148211","1079","1","30000","255","1079","\N","f","0","0","1","1","Galmair Standarte","Galmair pennant","","","1","\N","0"
"148212","1080","1","30000","255","1080","\N","f","0","0","1","1","Runewick Fahne","Runewick flag","","","1","\N","0"
"148213","1081","1","30000","255","1081","\N","f","0","0","1","1","Runewick Fahne","Runewick flag","","","1","\N","0"
"148214","1178","1","30000","255","1178","\N","f","0","0","1","1","Farn","fern","","","1","\N","0"
"148217","1084","1","30000","255","1084","\N","f","0","0","1","1","Runewick Banner","Runewick heraldic flag","","","1","\N","0"
"148218","1085","1","30000","255","1085","\N","f","0","0","1","1","Runewick Banner","Runewick heraldic flag","","","1","\N","0"
"148219","1086","1","30000","255","1086","\N","f","0","0","1","1","Runewick Standarte","Runewick pennant","","","1","\N","0"
"148220","1087","1","30000","255","1087","\N","f","0","0","1","1","Runewick Standarte","Runewick pennant","","","1","\N","0"
"148221","1089","1","100","7","1089","\N","f","0","0","1","1","Buch","book","","","1","\N","0"
"148222","1096","1","30000","255","1096","\N","f","0","0","1","1","Stein","stone","","","1","\N","0"
"148223","1097","1","30000","255","1097","\N","f","0","0","1","1","Teich","pond","","","1","\N","0"
"148228","1116","5000","30000","255","1116","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148231","1088","5000","30000","255","1088","\N","f","0","0","1","1","Blauer Riesenpilz","blue giant mushroom","","","1","\N","0"
